MarketHashName,PriceCents
AK-47 | Aquamarine Revenge (Battle-Scarred),2521
SG 553 | Ultraviolet (Field-Tested),2100
SG 553 | Ultraviolet (Minimal Wear),2354
SG 553 | Ultraviolet (Well-Worn),2127
SG 553 | Wave Spray (Battle-Scarred),668
SG 553 | Wave Spray (Factory New),3165
SG 553 | Wave Spray (Field-Tested),697
SG 553 | Wave Spray (Minimal Wear),844
SG 553 | Wave Spray (Well-Worn),809
SG 553 | Waves Perforated (Battle-Scarred),2
SG 553 | Waves Perforated (Factory New),29
SG 553 | Waves Perforated (Field-Tested),2
SG 553 | Waves Perforated (Minimal Wear),2
SG 553 | Waves Perforated (Well-Worn),2
SSG 08 | Abyss (Battle-Scarred),9
SSG 08 | Abyss (Factory New),406
SSG 08 | Abyss (Field-Tested),25
SSG 08 | Abyss (Minimal Wear),63
SSG 08 | Abyss (Well-Worn),12
SSG 08 | Acid Fade (Factory New),243
SSG 08 | Azure Glyph (Battle-Scarred),9
SSG 08 | Azure Glyph (Factory New),66
SSG 08 | Azure Glyph (Field-Tested),9
SSG 08 | Azure Glyph (Minimal Wear),30
SSG 08 | Azure Glyph (Well-Worn),9
SSG 08 | Big Iron (Battle-Scarred),894
SSG 08 | Big Iron (Factory New),3801
SSG 08 | Big Iron (Field-Tested),1322
SSG 08 | Big Iron (Minimal Wear),1637
SSG 08 | Big Iron (Well-Worn),2004
SSG 08 | Blood in the Water (Factory New),10784
SSG 08 | Blood in the Water (Field-Tested),6508
SSG 08 | Blood in the Water (Minimal Wear),7383
SSG 08 | Bloodshot (Battle-Scarred),2343
SSG 08 | Bloodshot (Field-Tested),1407
SSG 08 | Bloodshot (Minimal Wear),13171
SSG 08 | Bloodshot (Well-Worn),1876
SSG 08 | Blue Spruce (Battle-Scarred),2
SSG 08 | Blue Spruce (Factory New),19
SSG 08 | Blue Spruce (Field-Tested),2
SSG 08 | Blue Spruce (Minimal Wear),2
SSG 08 | Blue Spruce (Well-Worn),2
SSG 08 | Blush Pour (Battle-Scarred),140
SSG 08 | Blush Pour (Factory New),622
SSG 08 | Blush Pour (Field-Tested),152
SSG 08 | Blush Pour (Minimal Wear),319
SSG 08 | Blush Pour (Well-Worn),113
SSG 08 | Carbon Fiber (Factory New),398
SSG 08 | Carbon Fiber (Minimal Wear),421
SSG 08 | Dark Water (Field-Tested),136
SSG 08 | Dark Water (Minimal Wear),292
SSG 08 | Death Strike (Battle-Scarred),117387
SSG 08 | Death Strike (Factory New),64384
SSG 08 | Death Strike (Minimal Wear),61566
SSG 08 | Death Strike (Well-Worn),129941
SSG 08 | Death's Head (Battle-Scarred),765
SSG 08 | Death's Head (Factory New),2227
SSG 08 | Death's Head (Field-Tested),1516
SSG 08 | Death's Head (Minimal Wear),1322
SSG 08 | Detour (Factory New),2240
SSG 08 | Detour (Field-Tested),1136
SSG 08 | Detour (Minimal Wear),1282
SSG 08 | Dezastre (Battle-Scarred),5
SSG 08 | Dezastre (Factory New),34
SSG 08 | Dezastre (Field-Tested),6
SSG 08 | Dezastre (Minimal Wear),13
SSG 08 | Dezastre (Well-Worn),5
SSG 08 | Dragonfire (Battle-Scarred),1741
SSG 08 | Dragonfire (Factory New),5310
SSG 08 | Dragonfire (Field-Tested),1783
SSG 08 | Dragonfire (Minimal Wear),2193
SSG 08 | Dragonfire (Well-Worn),1455
SSG 08 | Fever Dream (Battle-Scarred),56
SSG 08 | Fever Dream (Factory New),415
SSG 08 | Fever Dream (Field-Tested),67
SSG 08 | Fever Dream (Minimal Wear),197
SSG 08 | Fever Dream (Well-Worn),118
SSG 08 | Ghost Crusader (Battle-Scarred),28
SSG 08 | Ghost Crusader (Factory New),932
SSG 08 | Ghost Crusader (Field-Tested),40
SSG 08 | Ghost Crusader (Minimal Wear),133
SSG 08 | Ghost Crusader (Well-Worn),36
SSG 08 | Green Ceramic (Battle-Scarred),9
SSG 08 | Green Ceramic (Factory New),28
SSG 08 | Green Ceramic (Field-Tested),4
SSG 08 | Green Ceramic (Minimal Wear),6
SSG 08 | Green Ceramic (Well-Worn),2
SSG 08 | Grey Smoke (Battle-Scarred),2
SSG 08 | Grey Smoke (Factory New),6
SSG 08 | Grey Smoke (Field-Tested),2
SSG 08 | Grey Smoke (Minimal Wear),4
SSG 08 | Grey Smoke (Well-Worn),2
SSG 08 | Halftone Whorl (Battle-Scarred),16
SSG 08 | Halftone Whorl (Factory New),59
SSG 08 | Halftone Whorl (Field-Tested),26
SSG 08 | Halftone Whorl (Minimal Wear),46
SSG 08 | Halftone Whorl (Well-Worn),14
SSG 08 | Hand Brake (Battle-Scarred),15
SSG 08 | Hand Brake (Factory New),142
SSG 08 | Hand Brake (Field-Tested),26
SSG 08 | Hand Brake (Minimal Wear),74
SSG 08 | Hand Brake (Well-Worn),15
SSG 08 | Jungle Dashed (Battle-Scarred),66
SSG 08 | Jungle Dashed (Factory New),1370
SSG 08 | Jungle Dashed (Field-Tested),60
SSG 08 | Jungle Dashed (Minimal Wear),69
SSG 08 | Jungle Dashed (Well-Worn),67
SSG 08 | Lichen Dashed (Battle-Scarred),2344
SSG 08 | Lichen Dashed (Factory New),3479
SSG 08 | Lichen Dashed (Field-Tested),131
SSG 08 | Lichen Dashed (Minimal Wear),487
SSG 08 | Lichen Dashed (Well-Worn),216
SSG 08 | Mainframe 001 (Battle-Scarred),2
SSG 08 | Mainframe 001 (Factory New),28
SSG 08 | Mainframe 001 (Field-Tested),4
SSG 08 | Mainframe 001 (Minimal Wear),8
SSG 08 | Mainframe 001 (Well-Worn),2
SSG 08 | Mayan Dreams (Battle-Scarred),523
SSG 08 | Mayan Dreams (Factory New),3447
SSG 08 | Mayan Dreams (Field-Tested),414
SSG 08 | Mayan Dreams (Minimal Wear),938
SSG 08 | Mayan Dreams (Well-Worn),830
SSG 08 | Memorial (Battle-Scarred),2
SSG 08 | Memorial (Factory New),100
SSG 08 | Memorial (Field-Tested),4
SSG 08 | Memorial (Minimal Wear),8
SSG 08 | Memorial (Well-Worn),2
SSG 08 | Necropos (Battle-Scarred),45
SSG 08 | Necropos (Factory New),149
SSG 08 | Necropos (Field-Tested),72
SSG 08 | Necropos (Minimal Wear),66
SSG 08 | Necropos (Well-Worn),49
SSG 08 | Orange Filigree (Factory New),4924
SSG 08 | Orange Filigree (Field-Tested),4104
SSG 08 | Parallax (Battle-Scarred),297
SSG 08 | Parallax (Factory New),1388
SSG 08 | Parallax (Field-Tested),378
SSG 08 | Parallax (Minimal Wear),697
SSG 08 | Parallax (Well-Worn),299
SSG 08 | Prey (Battle-Scarred),819
SSG 08 | Prey (Factory New),101
SSG 08 | Prey (Field-Tested),43
SSG 08 | Prey (Minimal Wear),52
SSG 08 | Prey (Well-Worn),32
SSG 08 | Rapid Transit (Battle-Scarred),53
SSG 08 | Rapid Transit (Factory New),610
SSG 08 | Rapid Transit (Field-Tested),89
SSG 08 | Rapid Transit (Minimal Wear),305
SSG 08 | Rapid Transit (Well-Worn),87
SSG 08 | Red Stone (Battle-Scarred),626
SSG 08 | Red Stone (Factory New),2639
SSG 08 | Red Stone (Field-Tested),659
SSG 08 | Red Stone (Minimal Wear),751
SSG 08 | Red Stone (Well-Worn),1096
SSG 08 | Sand Dune (Factory New),7501
SSG 08 | Sand Dune (Field-Tested),285
SSG 08 | Sand Dune (Minimal Wear),1394
SSG 08 | Sand Dune (Well-Worn),522
SSG 08 | Sea Calico (Factory New),58518
SSG 08 | Sea Calico (Minimal Wear),49840
SSG 08 | Slashed (Battle-Scarred),127
SSG 08 | Slashed (Field-Tested),144
SSG 08 | Slashed (Well-Worn),141
SSG 08 | Spring Twilly (Battle-Scarred),149
SSG 08 | Spring Twilly (Factory New),505
SSG 08 | Spring Twilly (Field-Tested),215
SSG 08 | Spring Twilly (Minimal Wear),349
SSG 08 | Spring Twilly (Well-Worn),150
SSG 08 | Threat Detected (Battle-Scarred),2972
SSG 08 | Threat Detected (Factory New),4104
SSG 08 | Threat Detected (Field-Tested),2737
SSG 08 | Threat Detected (Minimal Wear),2730
SSG 08 | Tiger Tear (Battle-Scarred),12
SSG 08 | Tiger Tear (Factory New),63
SSG 08 | Tiger Tear (Field-Tested),20
SSG 08 | Tiger Tear (Minimal Wear),46
SSG 08 | Tiger Tear (Well-Worn),13
SSG 08 | Tropical Storm (Factory New),10018
SSG 08 | Tropical Storm (Field-Tested),1569
SSG 08 | Tropical Storm (Minimal Wear),1662
SSG 08 | Tropical Storm (Well-Worn),1659
SSG 08 | Turbo Peek (Battle-Scarred),938
SSG 08 | Turbo Peek (Factory New),3938
SSG 08 | Turbo Peek (Field-Tested),1218
SSG 08 | Turbo Peek (Minimal Wear),2057
SSG 08 | Turbo Peek (Well-Worn),1338
SSG 08 | Zeno (Battle-Scarred),56
SSG 08 | Zeno (Factory New),284
SSG 08 | Zeno (Field-Tested),59
SSG 08 | Zeno (Minimal Wear),120
SSG 08 | Zeno (Well-Worn),138
Sawed-Off | Amber Fade (Factory New),211
Sawed-Off | Amber Fade (Field-Tested),49
Sawed-Off | Amber Fade (Minimal Wear),103
Sawed-Off | Amber Fade (Well-Worn),90
Sawed-Off | Analog Input (Battle-Scarred),47
Sawed-Off | Analog Input (Factory New),230
Sawed-Off | Analog Input (Field-Tested),57
Sawed-Off | Analog Input (Minimal Wear),107
Sawed-Off | Analog Input (Well-Worn),52
Sawed-Off | Apocalypto (Battle-Scarred),57
Sawed-Off | Apocalypto (Factory New),318
Sawed-Off | Apocalypto (Field-Tested),34
Sawed-Off | Apocalypto (Minimal Wear),148
Sawed-Off | Apocalypto (Well-Worn),30
Sawed-Off | Bamboo Shadow (Battle-Scarred),455
Sawed-Off | Bamboo Shadow (Factory New),735
Sawed-Off | Bamboo Shadow (Field-Tested),354
Sawed-Off | Bamboo Shadow (Minimal Wear),494
Sawed-Off | Bamboo Shadow (Well-Worn),300
Sawed-Off | Black Sand (Battle-Scarred),8
Sawed-Off | Black Sand (Factory New),35
Sawed-Off | Black Sand (Field-Tested),14
Sawed-Off | Black Sand (Minimal Wear),19
Sawed-Off | Black Sand (Well-Worn),8
Sawed-Off | Brake Light (Factory New),122
Sawed-Off | Brake Light (Minimal Wear),74
Sawed-Off | Clay Ambush (Battle-Scarred),64
Sawed-Off | Clay Ambush (Factory New),101
Sawed-Off | Clay Ambush (Field-Tested),66
Sawed-Off | Clay Ambush (Minimal Wear),50
Sawed-Off | Clay Ambush (Well-Worn),1035
Sawed-Off | Copper (Factory New),32243
Sawed-Off | Copper (Field-Tested),14791
Sawed-Off | Devourer (Battle-Scarred),280
Sawed-Off | Devourer (Factory New),2140
Sawed-Off | Devourer (Field-Tested),369
Sawed-Off | Devourer (Minimal Wear),1169
Sawed-Off | Devourer (Well-Worn),396
Sawed-Off | Forest DDPAT (Battle-Scarred),4
Sawed-Off | Forest DDPAT (Factory New),121
Sawed-Off | Forest DDPAT (Field-Tested),2
Sawed-Off | Forest DDPAT (Minimal Wear),2
Sawed-Off | Forest DDPAT (Well-Worn),2
Sawed-Off | Fubar (Battle-Scarred),9
Sawed-Off | Fubar (Well-Worn),18
Sawed-Off | Full Stop (Battle-Scarred),28
Sawed-Off | Full Stop (Factory New),186
Sawed-Off | Full Stop (Field-Tested),35
Sawed-Off | Full Stop (Minimal Wear),118
Sawed-Off | Full Stop (Well-Worn),35
Sawed-Off | Highwayman (Battle-Scarred),61
Sawed-Off | Highwayman (Factory New),590
Sawed-Off | Highwayman (Field-Tested),70
Sawed-Off | Highwayman (Minimal Wear),130
Sawed-Off | Highwayman (Well-Worn),57
Sawed-Off | Irradiated Alert (Battle-Scarred),168
Sawed-Off | Irradiated Alert (Factory New),2073
Sawed-Off | Irradiated Alert (Field-Tested),148
Sawed-Off | Irradiated Alert (Minimal Wear),659
Sawed-Off | Irradiated Alert (Well-Worn),1095
Sawed-Off | Jungle Thicket (Battle-Scarred),514
Sawed-Off | Jungle Thicket (Factory New),833
Sawed-Off | Jungle Thicket (Field-Tested),596
Sawed-Off | Jungle Thicket (Minimal Wear),484
Sawed-Off | Jungle Thicket (Well-Worn),617
Sawed-Off | Kiss♥Love (Battle-Scarred),158
Sawed-Off | Kiss♥Love (Factory New),1229
Sawed-Off | Kiss♥Love (Field-Tested),205
Sawed-Off | Kiss♥Love (Minimal Wear),430
Sawed-Off | Kiss♥Love (Well-Worn),169
Sawed-Off | Limelight (Battle-Scarred),41
Sawed-Off | Limelight (Factory New),341
Sawed-Off | Limelight (Field-Tested),52
Sawed-Off | Limelight (Minimal Wear),193
Sawed-Off | Limelight (Well-Worn),40
Sawed-Off | Morris (Battle-Scarred),6
Sawed-Off | Morris (Factory New),36
Sawed-Off | Morris (Field-Tested),19
Sawed-Off | Morris (Minimal Wear),27
Sawed-Off | Morris (Well-Worn),8
Sawed-Off | Mosaico (Battle-Scarred),3948
Sawed-Off | Mosaico (Factory New),2023
Sawed-Off | Mosaico (Field-Tested),448
Sawed-Off | Mosaico (Minimal Wear),3517
Sawed-Off | Orange DDPAT (Field-Tested),2345
Sawed-Off | Orange DDPAT (Minimal Wear),2011
Sawed-Off | Origami (Battle-Scarred),7
Sawed-Off | Origami (Factory New),36
Sawed-Off | Origami (Field-Tested),11
Sawed-Off | Origami (Minimal Wear),19
Sawed-Off | Origami (Well-Worn),11
Sawed-Off | Parched (Battle-Scarred),94
Sawed-Off | Parched (Factory New),114
Sawed-Off | Parched (Field-Tested),63
Sawed-Off | Parched (Minimal Wear),67
Sawed-Off | Parched (Well-Worn),274
Sawed-Off | Runoff (Battle-Scarred),2
Sawed-Off | Runoff (Factory New),7
Sawed-Off | Runoff (Field-Tested),2
Sawed-Off | Runoff (Minimal Wear),4
Sawed-Off | Runoff (Well-Worn),4
Sawed-Off | Rust Coat (Battle-Scarred),1370
Sawed-Off | Rust Coat (Factory New),3517
Sawed-Off | Rust Coat (Field-Tested),1335
Sawed-Off | Rust Coat (Minimal Wear),1700
Sawed-Off | Sage Spray (Battle-Scarred),29
Sawed-Off | Sage Spray (Factory New),4955
Sawed-Off | Sage Spray (Field-Tested),30
Sawed-Off | Sage Spray (Minimal Wear),60
Sawed-Off | Sage Spray (Well-Worn),30
Sawed-Off | Serenity (Battle-Scarred),217
Sawed-Off | Serenity (Factory New),651
Sawed-Off | Serenity (Field-Tested),158
Sawed-Off | Serenity (Minimal Wear),620
Sawed-Off | Serenity (Well-Worn),170
Sawed-Off | Snake Camo (Battle-Scarred),4
Sawed-Off | Snake Camo (Factory New),21
Sawed-Off | Snake Camo (Field-Tested),5
Sawed-Off | Snake Camo (Minimal Wear),13
Sawed-Off | Snake Camo (Well-Worn),2
Sawed-Off | Spirit Board (Battle-Scarred),2
Sawed-Off | Spirit Board (Factory New),28
Sawed-Off | Spirit Board (Field-Tested),4
Sawed-Off | Spirit Board (Minimal Wear),8
Sawed-Off | Spirit Board (Well-Worn),2
Sawed-Off | The Kraken (Factory New),1610
Sawed-Off | The Kraken (Field-Tested),427
Sawed-Off | The Kraken (Minimal Wear),685
Sawed-Off | The Kraken (Well-Worn),1254
Sawed-Off | Wasteland Princess (Battle-Scarred),247
Sawed-Off | Wasteland Princess (Factory New),1794
Sawed-Off | Wasteland Princess (Field-Tested),357
Sawed-Off | Wasteland Princess (Minimal Wear),919
Sawed-Off | Wasteland Princess (Well-Worn),287
Sawed-Off | Yorick (Battle-Scarred),8
Sawed-Off | Yorick (Factory New),111
Sawed-Off | Yorick (Field-Tested),14
Sawed-Off | Yorick (Minimal Wear),42
Sawed-Off | Yorick (Well-Worn),8
Sawed-Off | Zander (Battle-Scarred),20
Sawed-Off | Zander (Factory New),60
Sawed-Off | Zander (Field-Tested),32
Sawed-Off | Zander (Minimal Wear),42
Sawed-Off | Zander (Well-Worn),23
StatTrak™ AK-47 | Aquamarine Revenge (Battle-Scarred),7445
StatTrak™ AK-47 | Aquamarine Revenge (Factory New),30882
StatTrak™ AK-47 | Aquamarine Revenge (Field-Tested),10803
StatTrak™ AK-47 | Aquamarine Revenge (Minimal Wear),18430
StatTrak™ AK-47 | Aquamarine Revenge (Well-Worn),7851
StatTrak™ AK-47 | Asiimov (Battle-Scarred),6429
StatTrak™ AK-47 | Asiimov (Factory New),47898
StatTrak™ AK-47 | Asiimov (Field-Tested),6657
StatTrak™ AK-47 | Asiimov (Minimal Wear),13965
StatTrak™ AK-47 | Asiimov (Well-Worn),8232
StatTrak™ AK-47 | Bloodsport (Factory New),48219
StatTrak™ AK-47 | Bloodsport (Field-Tested),30346
StatTrak™ AK-47 | Bloodsport (Minimal Wear),37784
StatTrak™ AK-47 | Blue Laminate (Factory New),5627
StatTrak™ AK-47 | Blue Laminate (Field-Tested),4191
StatTrak™ AK-47 | Blue Laminate (Minimal Wear),4006
StatTrak™ AK-47 | Blue Laminate (Well-Worn),8636
StatTrak™ AK-47 | Cartel (Battle-Scarred),4192
StatTrak™ AK-47 | Cartel (Factory New),13155
StatTrak™ AK-47 | Cartel (Field-Tested),4391
StatTrak™ AK-47 | Cartel (Minimal Wear),5819
StatTrak™ AK-47 | Case Hardened (Factory New),105543
StatTrak™ AK-47 | Case Hardened (Field-Tested),44405
StatTrak™ AK-47 | Case Hardened (Minimal Wear),74887
StatTrak™ AK-47 | Case Hardened (Well-Worn),39468
StatTrak™ AK-47 | Elite Build (Battle-Scarred),374
StatTrak™ AK-47 | Elite Build (Factory New),3839
StatTrak™ AK-47 | Elite Build (Field-Tested),564
StatTrak™ AK-47 | Elite Build (Minimal Wear),1067
StatTrak™ AK-47 | Elite Build (Well-Worn),410
StatTrak™ AK-47 | Fire Serpent (Battle-Scarred),161246
StatTrak™ AK-47 | Fire Serpent (Field-Tested),221176
StatTrak™ AK-47 | Fire Serpent (Minimal Wear),336839
StatTrak™ AK-47 | Fire Serpent (Well-Worn),234423
StatTrak™ AK-47 | Frontside Misty (Battle-Scarred),3595
StatTrak™ AK-47 | Frontside Misty (Factory New),21294
StatTrak™ AK-47 | Frontside Misty (Field-Tested),3947
StatTrak™ AK-47 | Frontside Misty (Minimal Wear),7294
StatTrak™ AK-47 | Frontside Misty (Well-Worn),3661
StatTrak™ AK-47 | Fuel Injector (Battle-Scarred),27500
StatTrak™ AK-47 | Fuel Injector (Factory New),103503
StatTrak™ AK-47 | Fuel Injector (Field-Tested),42853
StatTrak™ AK-47 | Fuel Injector (Minimal Wear),56109
StatTrak™ AK-47 | Fuel Injector (Well-Worn),31041
StatTrak™ AK-47 | Head Shot (Battle-Scarred),1500
StatTrak™ AK-47 | Head Shot (Factory New),12893
StatTrak™ AK-47 | Head Shot (Field-Tested),2221
StatTrak™ AK-47 | Head Shot (Minimal Wear),4413
StatTrak™ AK-47 | Head Shot (Well-Worn),1418
StatTrak™ AK-47 | Ice Coaled (Battle-Scarred),976
StatTrak™ AK-47 | Ice Coaled (Factory New),3947
StatTrak™ AK-47 | Ice Coaled (Field-Tested),1035
StatTrak™ AK-47 | Ice Coaled (Minimal Wear),2253
StatTrak™ AK-47 | Ice Coaled (Well-Worn),1105
StatTrak™ AK-47 | Inheritance (Battle-Scarred),13668
StatTrak™ AK-47 | Inheritance (Factory New),52539
StatTrak™ AK-47 | Inheritance (Field-Tested),15091
StatTrak™ AK-47 | Inheritance (Minimal Wear),24935
StatTrak™ AK-47 | Inheritance (Well-Worn),15093
StatTrak™ AK-47 | Jaguar (Battle-Scarred),11955
StatTrak™ AK-47 | Jaguar (Factory New),69138
StatTrak™ AK-47 | Jaguar (Field-Tested),17599
StatTrak™ AK-47 | Jaguar (Minimal Wear),28671
StatTrak™ AK-47 | Jaguar (Well-Worn),15245
StatTrak™ AK-47 | Leet Museo (Battle-Scarred),7827
StatTrak™ AK-47 | Leet Museo (Factory New),45074
StatTrak™ AK-47 | Leet Museo (Field-Tested),10761
StatTrak™ AK-47 | Leet Museo (Minimal Wear),18498
StatTrak™ AK-47 | Legion of Anubis (Battle-Scarred),1583
StatTrak™ AK-47 | Legion of Anubis (Factory New),6449
StatTrak™ AK-47 | Legion of Anubis (Field-Tested),1876
StatTrak™ AK-47 | Legion of Anubis (Minimal Wear),3087
StatTrak™ AK-47 | Legion of Anubis (Well-Worn),2173
StatTrak™ AK-47 | Neon Revolution (Battle-Scarred),5886
StatTrak™ AK-47 | Neon Revolution (Factory New),24627
StatTrak™ AK-47 | Neon Revolution (Field-Tested),5168
StatTrak™ AK-47 | Neon Revolution (Minimal Wear),7986
StatTrak™ AK-47 | Neon Revolution (Well-Worn),6431
StatTrak™ AK-47 | Neon Rider (Battle-Scarred),9650
StatTrak™ AK-47 | Neon Rider (Factory New),40339
StatTrak™ AK-47 | Neon Rider (Field-Tested),9182
StatTrak™ AK-47 | Neon Rider (Minimal Wear),19936
StatTrak™ AK-47 | Neon Rider (Well-Worn),9108
StatTrak™ AK-47 | Nightwish (Battle-Scarred),1501
StatTrak™ AK-47 | Nightwish (Factory New),13585
StatTrak™ AK-47 | Nightwish (Field-Tested),2029
StatTrak™ AK-47 | Nightwish (Minimal Wear),4373
StatTrak™ AK-47 | Nightwish (Well-Worn),1540
StatTrak™ AK-47 | Orbit Mk01 (Battle-Scarred),6885
StatTrak™ AK-47 | Orbit Mk01 (Factory New),12747
StatTrak™ AK-47 | Orbit Mk01 (Field-Tested),5052
StatTrak™ AK-47 | Orbit Mk01 (Minimal Wear),6849
StatTrak™ AK-47 | Orbit Mk01 (Well-Worn),13330
StatTrak™ AK-47 | Phantom Disruptor (Battle-Scarred),1126
StatTrak™ AK-47 | Phantom Disruptor (Factory New),5160
StatTrak™ AK-47 | Phantom Disruptor (Field-Tested),1102
StatTrak™ AK-47 | Phantom Disruptor (Minimal Wear),1815
StatTrak™ AK-47 | Phantom Disruptor (Well-Worn),1336
StatTrak™ AK-47 | Point Disarray (Battle-Scarred),4391
StatTrak™ AK-47 | Point Disarray (Factory New),26972
StatTrak™ AK-47 | Point Disarray (Field-Tested),3203
StatTrak™ AK-47 | Point Disarray (Minimal Wear),6227
StatTrak™ AK-47 | Point Disarray (Well-Worn),3516
StatTrak™ AK-47 | Rat Rod (Battle-Scarred),1177
StatTrak™ AK-47 | Rat Rod (Factory New),6813
StatTrak™ AK-47 | Rat Rod (Field-Tested),1168
StatTrak™ AK-47 | Rat Rod (Minimal Wear),1914
StatTrak™ AK-47 | Rat Rod (Well-Worn),1054
StatTrak™ AK-47 | Red Laminate (Factory New),128880
StatTrak™ AK-47 | Red Laminate (Field-Tested),17490
StatTrak™ AK-47 | Red Laminate (Minimal Wear),29000
StatTrak™ AK-47 | Red Laminate (Well-Worn),21151
StatTrak™ AK-47 | Redline (Battle-Scarred),5829
StatTrak™ AK-47 | Redline (Field-Tested),9205
StatTrak™ AK-47 | Redline (Minimal Wear),43096
StatTrak™ AK-47 | Redline (Well-Worn),7266
StatTrak™ AK-47 | Searing Rage (Battle-Scarred),656
StatTrak™ AK-47 | Searing Rage (Factory New),4829
StatTrak™ AK-47 | Searing Rage (Field-Tested),898
StatTrak™ AK-47 | Searing Rage (Minimal Wear),1792
StatTrak™ AK-47 | Searing Rage (Well-Worn),758
StatTrak™ AK-47 | Slate (Battle-Scarred),1571
StatTrak™ AK-47 | Slate (Factory New),6091
StatTrak™ AK-47 | Slate (Field-Tested),1508
StatTrak™ AK-47 | Slate (Minimal Wear),2344
StatTrak™ AK-47 | Slate (Well-Worn),1327
StatTrak™ AK-47 | The Empress (Battle-Scarred),7036
StatTrak™ AK-47 | The Empress (Factory New),40756
StatTrak™ AK-47 | The Empress (Field-Tested),10362
StatTrak™ AK-47 | The Empress (Minimal Wear),17239
StatTrak™ AK-47 | The Empress (Well-Worn),8480
StatTrak™ AK-47 | The Outsiders (Battle-Scarred),1435
StatTrak™ AK-47 | The Outsiders (Factory New),13782
StatTrak™ AK-47 | The Outsiders (Field-Tested),1866
StatTrak™ AK-47 | The Outsiders (Minimal Wear),3808
StatTrak™ AK-47 | The Outsiders (Well-Worn),1862
StatTrak™ AK-47 | Uncharted (Battle-Scarred),232
StatTrak™ AK-47 | Uncharted (Factory New),991
StatTrak™ AK-47 | Uncharted (Field-Tested),230
StatTrak™ AK-47 | Uncharted (Minimal Wear),304
StatTrak™ AK-47 | Uncharted (Well-Worn),453
StatTrak™ AK-47 | Vulcan (Battle-Scarred),24845
StatTrak™ AK-47 | Vulcan (Factory New),328356
StatTrak™ AK-47 | Vulcan (Field-Tested),43001
StatTrak™ AK-47 | Vulcan (Minimal Wear),99635
StatTrak™ AK-47 | Vulcan (Well-Worn),30163
StatTrak™ AK-47 | Wasteland Rebel (Factory New),433898
StatTrak™ AK-47 | Wasteland Rebel (Field-Tested),11600
StatTrak™ AK-47 | Wasteland Rebel (Minimal Wear),18594
StatTrak™ AUG | Amber Slipstream (Battle-Scarred),23
StatTrak™ AUG | Amber Slipstream (Factory New),117
StatTrak™ AUG | Amber Slipstream (Field-Tested),28
StatTrak™ AUG | Amber Slipstream (Minimal Wear),73
